D0	لم يتخلى فريق بانثرز سوى عن 308 نقطة، ليحتل المركز السادس في الدوري، متصدراً في الوقت عينه دوري كرة القدم الأميركية في الاعتراضات مع 24 اعتراضاً ومتمتعاً بـ أربعة اختيارات في قائمة برو بول.
D1	وقد تصدر المدافع المعترض كاوان شورت الفريق في الاستحواذ مع 11 استحواذاً، بينما أجبر الخصم أيضاً على ارتكاب ثلاثة أخطاء واسترجع اثنين.
D2	وقد أضاف زميله لاعب الخط ماريو أديسون 6 استحواذات ونصف.
D3	وقد ضم خط Panthers أيضاً المدافع الأخير المخضرم جاريد ألان، وهو لاعب كرة قدم اختير 5 مرات في قائمة برو بول وكان متصدر اللاعبين النشطين لدوري كرة القدم الأميركي في الاستحواذ مع 136  استحواذاً، إلى جانب المدافع الأخير كوني إيلي، الذي حصل على 5 استحواذات في 9 بدايات فقط.
D4	وخلفهم، تم أيضاً اختيار اثنين من أظهرة فريق Panthers الثلاثة الأساسيين للعب في برو بول: توماس ديفيس و لوك كوتشلي.
D5	قام ديفيز بتحصيل 5 استحواذ، وأربعة مرات أجبر الخصم على ارتكاب أخطاء، وأربعة اعتراضات، في حين قاد كوتشلي الفريق في العرقلات (118) وأجبر الخصم على ارتكاب خطأين، واعترض أربع تمريرات بنفسه.
D6	وضم ثانوي كارولاينا مؤمّن برو بول كورت كولمان، الذي تصدر الفريق بأعلى رقم في مسيرته بسبعة اعتراضات، في حين جمع أيضاً ما يصل إلى 88 عرقلة ومدافع الزاوية في قائمة برو بول جوش نورمان، الذي تحول إلى ركن إقفال خلال الموسم وقام بأربع اعتراضات، تم إرجاع اثنين منها للهدف.
D7	هزم  البرونكوس فريق بيتسبرغ ستيلرز في الجولة الفاصلة، 23–16، بتسجيله 11 نقطة في الدقائق الثلاث الأخيرة من لعبه.
D8	ثم هزموا بطل السوبر بول 49 المدافع عن لقبه نيو إينغلاند باتريوتس في مباراة بطولة رابطة كرة القدم الأمريكية، 20–18، من خلال اعتراض تمريرة خلال محاولة تحويل 2 نقطة من طرف نيو إينغلاند مع 17 ثانية بقيت من الوقت.
D9	وعلى الرغم من مشاكل مانينغ مع الاعتراضات خلال الموسم، إلا أنه لم يرمي أي واحدة خلال المباراتين الفاصلتين.
